4903450,6218470
4402784,5836334
4377586,5873887
5804986,4973789
4911690,6264448
5442572,6124931
4125402,4579185
5253744,6134919
4990404,5807342
4545925,4564874
4287097,4828102
5236440,4266467
4764211,4456621
3974953,4032340
5111505,4489303
5067576,6547959
5730482,5436640
5400988,4715897
4869778,4514035
6473294,4534754
5443503,4377943
5410709,5277025
5913672,3785366
4703456,5561648
3796192,3716238
6997795,3339997
4371502,2311470
7775403,5536399
3282192,5369833
5115429,7137448
4015465,6782058
5836431,4271233
4546154,4477245
6209589,5832375
5687958,5371572
5645191,5905327
5286244,5483459
3990788,5691832
7210127,3374937
4879355,4987303
5581687,4097903
4076992,5827774
4785116,5722495
5860262,5802768
6952676,6674732
5253380,3809588
4024994,4728242
4906676,5329671
4792855,6027188
5494099,4457585
5962875,5131130
2414895,7009791
4479090,5866008
5118349,4062628
7230217,4444360
2734027,4210919
5313519,5460883
6421443,3184577
4763553,5132302
4100307,5010364
5382465,5665693
5159225,4713078
4678314,6548355
6194425,3823652
4788204,5359560
4979665,5978898
6198529,4966484
5672971,6549255
4188711,4807236
4468328,4679718
4776019,5817638
5114498,5475302
4903311,5832350
5234857,4311148
4881806,5679172
4679597,5143644
5243382,4356993
4408646,3807785
3830695,4839168
5659497,4447566
4150761,4004186
4507502,4704374
3035820,5692072
4603652,3286190
3708828,6291004
5219037,4631100
5043679,3973675
4086129,3928797
6470780,5201786
2752085,3128945
5393583,4137770
5405260,6290235
6189340,3933227
5193002,5750256
4072237,3764452
4710813,5195747
5585854,4104166
5574705,5324812
5604032,4092932
4513472,6525700
6242623,4579947
3098853,6046889
5706981,6082551
6233620,4777137
4017344,5339002
7141781,3357314
6102551,5673404
4516666,3788582
3988087,4993575
4727521,4228456
4791551,4901347
3907558,5661377
6213259,5233401
4245217,4551670
5355898,6120069
4722311,5287040
6101825,5384923
3792601,6779239
5220224,6894399
5797397,6390265
6670355,5850292
3603985,6856315
5242740,5523871
4059801,3536785
5611122,5045608
4166175,3707958
4467033,4894844
4874417,5660872
5324745,4937176
4222994,4553132
7124869,5037324
6709127,6493106
5488853,4806035
3544239,5195880
5825379,5434201
4121082,4910293
4383128,5098359
6345805,7048270
7364981,4029589
4687299,4963730
5355649,3068507
5936144,6334770
5569210,3703459
4752803,6195452
4939810,3357302
4290620,4156857
6680281,4174609
4032337,5130639
2557867,4463832
5240835,6136438
4738629,4497793
4875173,6196964
3418679,5830608
4809848,5673973
5224161,5633340
5832486,5422287
4649275,4782149
5379525,4326077
5223946,6034869
6222724,5272223
5347652,5982063
3846313,5540525
4172811,4549611
6480179,5568558
2850168,6660428
6510757,5670586
5621391,5069078
5769395,3789252
5554517,4472059
5026308,4663856
6850987,4879886
3289186,4718645
4873771,6657002
2964723,3625316
5535258,5153981
5835963,6729850
3976730,4265800
5294423,5482927
5683181,4855156
4659157,4167511
5269216,5881519
6779499,4259413
4670582,4239149
3061483,5991743
3706021,4581324
6214530,4752014
2934626,4538977
4104470,4972524
5041292,3749609
2261686,4960556
5252518,4294773
5625306,5584737
3625128,4768904
5854729,5112093
3374406,5270422
5279974,5418589
6585867,6784823
6154786,5299387
4800926,4312486
5901367,5893527
4899252,5423323
4610311,4464353
3933041,6633750
2361979,4837323
6060669,5283095
6302051,3258168
4718642,5170122
3693852,4930342
4021653,3375085
3836234,3936346
4765726,4631800
5362088,4300568
4373561,5194683
4286439,4712233
5163226,4020893
5646384,5546122
3316892,5505395
4910627,5360146
4816095,3928031
4576406,4223298
5338529,5826130
5262288,4003103
3393673,5725343
5582234,5139906
5251139,5108503
5259684,5201463
4914578,4604309
6036723,5855560
3647103,3948462
6215826,4480283
3608782,5177143
3439520,5797434
6031048,4716343
5984955,5227197
6289812,3288042
4671853,4046825
6943345,5007634
2810232,6653942
3835548,2896761
4334711,5847613
5260676,4545902
4688845,6883581
5545176,4891400
5652611,3292902
5882312,3942878
6173967,7169113
5575148,3834367
4102157,4241776
4092081,6810704
2896923,4445663
4933297,5793944
4705761,4408386
5305730,4070728
4453216,3011402
4825415,6162596
3336820,5184403
4623477,3809581
6831555,4267717
5594529,4834211
5701204,5794305
5705762,3888828
5520940,4677146
6338394,4750026
2699909,5663865
5720582,4593875
5230615,4407863
3418717,4055222
6026863,6169541
5697970,7102195
5904555,3928783
4446301,6457476
4504453,4672880
6526057,7020127
5060678,3781206
5560094,1586848
6280843,6919325
6625290,4813031
5599363,5136454
4417246,5151934
5632135,4822047
5947008,5113472
4746046,5666298
4993720,4058665
6884867,4362873
5073586,4846191
4269850,5815248
5497765,3852546
5863900,5182977
4356425,6040027
4926427,4584671
4835474,4992604
6627155,5261641
5573417,5136796
5657992,6448187
4765562,6129509
6825779,5078425
4395231,7227132
6306205,3740891
3118734,3698419
3185721,3854155
4874468,7068920
4819611,5110778
4806739,4471082
5097675,3250857
4428708,5093229
7664889,3542853
4773417,3183334
4253779,6327643
4720256,4778469
7576106,6688644
3476409,5785068
5001589,4849897
5917730,4397881
6310717,5690536
5108080,6783746
5803818,4747713
5890798,4826909
5007417,5815727
3979815,5789850
4808919,5036924
5546850,4111183
3798592,5482108
5126408,6807503
3856366,6232585
6374519,3943096
6091504,3151797
6646339,3482260
4638434,3495540
6697196,4189112
4270006,4673414
5680987,4788814
5298267,4900065
6107980,4327430
5685376,5404321
5166953,6944552
4905935,4028460
4132181,4773894
5648416,5467420
4442526,6772783
3910574,4974863
3876084,5364817
6019100,5195899
4002798,3604913
5534405,4306226
4414163,5357108
4291168,2977255
5646658,7004128
4495898,4836038
4551451,3232818
4470427,3474848
5563857,4291872
3454463,7288015
4677095,3351605
5023233,5731475
4584949,5341642
5040376,6761172
4763335,5194390
5065672,4911003
6393394,4085879
3981405,5519818
5535550,3749455
4448058,6883185
3551490,4375538
5583023,4876318
5395305,4144155
4712209,2743677
4006531,5684874
5063746,4037469
5511320,4717239
6669695,5541954
4269209,3793818
5033884,4426729
4625011,5598532
4287748,3409097
5295948,7424294
5914869,5178474
5374384,5345815
3129523,4427168
5624262,4628290
5715013,4874743
4647952,5843358
4951880,5706958
3641412,5424988
5395830,5576200
4614736,5044953
4177094,5466165
5034419,5602569
2509304,4796873
5426883,3564678
5647483,6387956
3785657,5433866
3203668,3940934
4449740,5141186
6124007,6920296
4832529,4762541
5683512,5673627
4604801,5371739
4233599,5186956
3915469,6166576
4339512,5128479
6629927,6523151
4694166,6362231
4637135,3626358
6627956,5157384
4784456,3527374
5556562,5133468
4104077,5605827
5094858,6257013
6028659,4711123
6116726,6982482
4140293,5174047
4333400,4874781
4868630,5428510
3948881,4128487
4083830,4207950
4390076,4575877
4136929,5131691
5905455,4206909
4430335,4256780
4117060,5224885
5081140,5601680
3373146,6049967
5715947,5924043
5810291,5661105
4235108,5938228
4273324,3600182
3369806,6407193
3150854,4681266
5102021,5969712
3519863,5906608
5985656,5035993
4152368,4993759
4659975,6710239
3972469,5231033
5063755,3624454
5397206,3831590
4410637,4786670
3824511,4430777
3978816,5215016
5328887,4603012
5903889,5432339
5498411,5767653
5558888,3614362
6422390,3063536
6203894,7023010
5558646,7533616
2500202,4848881
5359647,5817961
4916927,3437562
4729624,3715731
5231155,5628695
5187198,3980459
6384855,5178730
3387934,4784064
5924057,3815352
5580782,6180786
5942615,4656849
5623868,2471930
5897960,2577449
4150550,3967330
