4903450,6218470
4402784,5836334
4377586,5873887
5804986,4973789
4911690,6264448
5442572,6124931
4125402,4579185
5253744,6134919
4990404,5807342
4545925,4564874
4287097,4828102
5236440,4266467
4764211,4456621
3974953,4032340
5111505,4489303
5067576,6547959
5730482,5436640
5400988,4715897
4869778,4514035
6473294,4534754
5443503,4377943
5410709,5277025
5913672,3785366
4703456,5561648
3796192,3716238
6997795,3339997
4371502,2311470
7775403,5536399
3282192,5369833
5115429,7137448
4015465,6782058
5836431,4271233
4546154,4477245
6209589,5832375
5687958,5371572
5645191,5905327
5286244,5483459
3990788,5691832
7210127,3374937
4879355,4987303
5581687,4097903
4076992,5827774
4785116,5722495
5860262,5802768
6952676,6674732
5253380,3809588
4024994,4728242
4906676,5329671
4792855,6027188
5494099,4457585
5962875,5131130
2414895,7009791
4479090,5866008
5118349,4062628
7230217,4444360
2734027,4210919
5313519,5460883
6421443,3184577
4763553,5132302
4100307,5010364
5382465,5665693
5159225,4713078
4678314,6548355
6194425,3823652
4788204,5359560
4979665,5978898
6198529,4966484
5672971,6549255
4188711,4807236
4468328,4679718
4776019,5817638
5114498,5475302
4903311,5832350
5234857,4311148
4881806,5679172
4679597,5143644
5243382,4356993
4408646,3807785
3830695,4839168
5659497,4447566
4150761,4004186
4507502,4704374
3035820,5692072
4603652,3286190
3708828,6291004
5219037,4631100
5043679,3973675
4086129,3928797
6470780,5201786
2752085,3128945
5393583,4137770
5405260,6290235
6189340,3933227
5193002,5750256
4072237,3764452
4710813,5195747
5585854,4104166
5574705,5324812
5604032,4092932
4513472,6525700
