5364697,5882633
3937315,4598960
4642474,4601117
5772512,6029416
3638763,4181159
4845705,5635175
4820683,3988997
3537914,4083300
5188147,5419534
4484803,4645052
5517100,5764774
5010518,6101308
3594149,5291204
4550059,6046863
4820355,6074729
5888250,3044644
5220655,4040685
5851217,4858716
5949758,4461762
4413001,5323229
5690654,3829323
5193321,5329816
2269466,4916632
4887730,4476600
5337122,5974762
5822766,6647067
4489543,4085998
5904970,4180627
5765035,5627873
3955980,4599809
3513894,6342011
4262949,5262046
4448796,7327258
5370094,5553966
3669980,6075635
5520892,4076735
6044364,4303417
5265183,4563505
4855592,2799881
6805898,5355732
3884047,6416672
4557052,4204297
5232948,4149110
5162887,3749891
3811931,6845654
5385555,5817338
3117980,4728802
6434584,4503801
5691170,6517699
4679831,4987053
3838688,3755486
3437102,3756142
4918325,5516287
4415813,4187504
4762600,3368804
4918284,5262901
5440089,5098937
5497019,5293563
3460204,4729705
4703550,4925110
6166058,4230466
5751933,4218869
4129852,6720027
4795608,6117528
5300062,5098289
4360606,5245628
5685504,2867758
7368383,5073337
4941969,3641949
4964250,5126589
5668643,5421835
3678712,7045854
5362796,5054563
4585183,3681525
4446415,5439657
4650376,4919974
4609381,5027064
6619479,4930873
4885123,5582232
6343984,5217329
4468390,4933106
5445245,5627134
4458051,4563418
5560955,5670052
5461483,4566045
4304610,4076461
5007018,4886052
4564212,4450858
4645589,5346874
5165231,5302100
5838534,4963560
4381673,4825253
4876715,5983625
4513893,4363487
4021900,5480395
4879988,5638329
7823771,5851912
4294105,4581545
5893457,4886943
5880309,5460568
6370969,5214137
4697880,5335641
2801382,5370404
5573288,5791421
4125551,4704859
3483542,2758934
5112754,2637093
6951906,3586466
6185991,5036434
6034320,4404707
4896842,5031371
5073314,5743475
1681130,7108124
6640769,3727017
4530822,3945150
3499021,5851538
4844237,3941075
4126457,4934143
3961794,4485037
6233485,5951376
4450863,6517496
5132699,4685373
5906694,4683925
5177943,4821903
4339247,3070854
5677380,5713568
4780145,2474715
5301496,3495220
5778314,6359433
6181324,6467823
4874844,4670984
6003045,5013698
5036989,5387164
5280759,4283075
5645614,6266908
4699957,6132495
3966004,5970605
6075614,4300648
6338800,4712722
6698359,5259934
6088628,5371005
5987432,6649868
4391803,5328570
3685814,3684830
6566125,5495024
5234284,4574633
4584038,5057335
5162085,4930613
6186085,4985011
6092532,5224775
3553865,6587947
5924607,6553788
6369546,5970620
6163833,5429162
5566763,6527945
5978109,5924149
5641688,4954518
5971161,4500402
6201555,4437460
5127167,6145299
3713971,3155355
3191793,4593067
3818741,5238299
5434875,4705132
5785506,5231686
4553389,5041651
4895808,4262648
6822592,4413627
4652041,5762204
5497001,6625134
4191108,5930771
5633586,5029281
5949095,5936164
5240517,5465012
5633855,6329556
5081619,3819510
6505589,5228892
5774785,4133672
6347059,6841184
4896562,4009714
4267667,5771293
3021050,4089288
4945839,3986558
5354666,4781640
3601099,5073651
2773871,5672249
4762428,3450002
4883787,5828127
4944500,5736647
3535631,4709030
6718932,5897967
4181303,4621888
4814144,4059553
6321996,5552633
6131216,5010682
6115492,4504155
4618369,3749408
5232164,5599473
5969164,5412657
6228127,4591138
4342443,4656702
5996172,6758407
4179779,6380950
6162300,5157389
5401716,3441533
5359877,4387512
5443503,4377943
4700026,6804696
3901519,5503429
7399680,5512498
4501599,5305436
5646790,4442029
4907121,6078495
5179177,6238985
4217368,5466631
3704721,4735937
4747165,5739581
4519838,4250288
5714218,4995637
5285731,6924371
4211997,5351042
5321297,5657183
3801539,6022361
4488237,5078994
6659981,6079599
5662665,4916445
