4531057,5357208
5401813,5412758
5249809,4209838
5476830,1905877
5838048,5206359
6172695,6212551
3520033,5510005
5032371,5655228
5923728,4344375
5133631,3831123
4060449,4401435
2994925,4453131
5629924,4868300
6467378,6709036
5754001,5962754
4144423,3154095
4726049,5257761
3517284,4729659
3111698,6312450
3874338,6252338
4557597,5417590
5856169,4210361
3842039,5039351
7702157,5092506
5278599,5603018
5206042,4922061
4127887,3144341
3799339,3511844
5613248,5754367
6554663,3725869
3751369,5292983
4053358,5160150
5682034,4688359
4118546,5201465
6685711,4838584
5964573,4271361
6829324,5202334
6204611,3900250
5420257,4895691
5962640,4164157
4420009,4182132
3483878,4913780
5819694,5321430
4924691,4988608
4902289,4036148
5457122,5620088
5947102,5463808
6465477,5979059
4237670,3466892
4968236,4141545
6065422,5661825
4819610,4774223
3440317,4239218
4588917,3192893
5909707,5285033
5902112,4980429
6718068,2415221
3929958,5891631
4954370,4422918
4802986,5204857
2802738,4954851
4125022,5301399
4849732,4569597
5301654,4753894
4401893,4462638
4437757,3128188
5195756,4544726
5294253,5546040
5493272,5566713
5328474,5523623
5593051,4014893
5200633,6054522
4155208,6021290
5170746,5143231
4868496,3032769
6774311,6223189
5715883,7949679
6244837,4895207
5807322,4622925
5705460,6712179
4300008,4855382
4530110,5786266
5120847,5761722
4787490,4107568
4073277,5301708
4832040,4309676
4368530,5952248
7206241,7124408
6134566,4285499
5674269,6450544
4852405,5517179
3046650,5726183
4966609,4215114
4918771,6082284
3504778,5700318
4328281,4706526
4307719,5720286
5126300,5261067
4320072,4399670
5636155,4673220
5833334,3907240
4934240,2383273
4819409,4782677
6663629,4105909
5514077,4849189
4240871,5616326
5383292,4696585
5569479,4663643
3544206,5505725
6318818,4752299
4710186,6895223
6629523,2794189
6038314,4226510
4734749,5853619
5211479,3069109
5732287,5385016
5873745,5333670
5043459,5837889
4664472,4564380
5556927,3121878
4732388,5286890
5094623,4323027
3241439,2972906
3663596,3784822
3931844,5393261
6759050,6325639
4794084,5388957
6110170,5701540
4653580,5143983
5443641,2782735
5729204,4527628
5346106,5509363
5278435,4594139
6148893,3848589
5490969,4648649
4492794,4991743
4696550,4535378
6042680,4666723
4622265,5999761
4471230,6605984
4563536,5104331
3613465,4640944
2900972,3391518
5822012,3661794
5237107,5381708
2263329,5514121
4568503,5272393
5130831,5651101
6878003,6256085
4238376,4086379
6433297,7372513
3572782,6160904
5270261,3887444
4364304,4961647
3597044,4178057
4980084,3880248
4204297,6015419
5504096,5836492
5407484,4939388
6310194,4459493
5398989,3879509
4973578,5133878
4676189,4458396
3947260,4454338
5982015,5275247
5140834,4387480
5094293,5267839
6087036,4744281
4403630,5123090
5878593,4377966
5443613,5629779
6123340,6372253
2829773,4930282
3912000,5293252
4630885,4252484
3422395,6179626
6218663,5898177
5792089,4092554
4680051,4356599
5626952,4083161
5801863,5582377
4345580,5084029
5227498,3081411
4563380,4059334
3819654,4918624
3355077,3597287
5040338,4572679
5944212,3515797
5014145,3747478
5709326,3883824
5428447,4887796
4105866,5527883
5542165,6747961
2677766,2963110
3552811,6154294
5865438,6035179
6552520,3817858
3421197,5397365
3461857,5661105
4526142,6755559
5889476,5726625
5145104,5556152
4353026,6411498
5255788,5595134
5457483,5191010
5256162,5427405
3669421,4545426
5296028,3497227
5394339,5922444
5253691,3540337
3681029,5402256
5377600,6073702
4034943,4496963
4784210,4361319
3543950,5451539
6392596,4849013
4793596,4767968
5370086,3288872
3909697,6967808
4195948,4318888
4457281,3771975
5763016,5319086
5406229,4678661
4582797,5736000
4556655,5713305
5251979,4189454
4578751,5646076
4363231,6074871
